time,APM1 CPU,APM2 CPU,APM3 CPU,APM4 CPU,APM4 CPU,APM5 CPU,APM6 CPU,APM1 Memory,APM2 Memory,APM3 Memory,APM4 Memory,APM4 Memory,APM5 Memory,APM6 Memory
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1,0.0,0.0,101,0.0,101,0.0,0.0,0.0,0.0,0.0,1.1,0.0
2,0.0,0.0,101,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
3,0.0,0.0,100,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
4,0.0,0.0,100,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
5,0.0,0.0,100,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
6,0.0,0.0,100,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
7,0.0,0.0,100,0.0,99.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0
8,0.0,0.0,100,0.0,99.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0
9,0.0,0.0,100,0.0,100,0.0,0.0,0.0,0.0,0.0,1.1,0.0
